"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"Pizzeria al taglio Macapla",,"pizza al taglio","pizza slices","Ristorante","46,0608738530605","11,2416315078735","Via Tre Novembre, 3 ",38057,"Pergine Valsugana",,"+39 (0461) 533184",,,,,,,,,,"cibo di strada",,,,"pizza al taglio",,,,,,,,,,
"Pizzeria Spaghetteria Panorama",,,,"Pizzeria","46,0044814717762","11,2593019008636","Viale Venezia, 19",38050,"Calceranica Al Lago",,"+39 (0461) 723479",,,,,,,,,,,,,,,,,,,,,,,,
"Pizzo degli Uccelli",,"Ristorante tipico","Typical Restaurant","Ristorante","46,1188671376725","11,6885089874268","Loc. Passo Brocon",38053,"Castello Tesino",,"+39 (0461) 594365","info@hotelpizzodegliuccelli.it",,"www.hotelpizzodegliuccelli.it",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Pizzo Paolo",,,,"Farmacia","46,0670228096335","11,2371897697449","Via Bellini, 17",38057,"Pergine Valsugana",,"+39 (0461) 530098",,,,,,,,,,,,,,"farmacia",,,,,,,,,,
"Planchel Erick",,"tatuaggi",,"negozio","46,070625511964","11,2378764152527","Via Regensburger, 132b",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"tatuaggi",,,,,,,,,,
"Pneuspergine",,"centro assistenza, pneumatici","service center, tires","automoto","46,065102264788","11,2290143966675","Viale Dante, 109",38057,"Pergine Valsugana",,"+39 (0461) 532479","info@pneuspergine.com",,"www.pneuspergine.com",,,,,,,,,,,"pneumatici",,,,,,,,,,
"Poli",,"supermercato","supermarket","Alimentari","46,0107708318781","11,298269033432","Corso Centrale, 40/a",38056,"Levico Terme",,"+39 (0461) 707692",,,,,,,,,,,,,,,,,,,,,,,,
"Poli Supermercati",,"supermercato","supermarket","Alimentari","46,0556623367752","11,2364816665649","Via al Lago, 5",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Pradart",,"fioreria",,"negozio","46,0614768681936","11,2432837486267","Via Tre Novembre, 61",38057,"Pergine Valsugana",,"+39 (0461) 533031",,,,,,,,,,,,,,"fiori",,,,,,,,,,
"Prime Rose Al Belvedere",,"Ristorante","Restaurant","Ristorante","46,016217555207","11,2897825241089","Loc. Belvedere",38056,"Levico Terme",,"+39 (0461) 706416","info@ristoranteprimerose.com",,"www.ristoranteprimerose.it",,,,,,,,,,,,,,,,,,,,,
"Prix",,"supermercato","supermarket","Alimentari","46,0515672289152","11,2352800369263","Via Al Lago",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"supermercato",,,,,,,,,,
"Puff Store",,"sigarette elettroniche",,"negozio","46,0600549330753","11,2405157089233","Via Bortolamei, 5",38057,"Pergine Valsugana",,"+39 (0461) 510946",,,,,,,,,,,,,,,,,,,,,,,,
"Punto Verde Xausa",,"giardinaggio",,"negozio","46,0605760653803","11,2293362617493","Loc. Fratte, 31",38057,"Pergine Valsugana",,"+39 (0461) 531269",,,,,,,,,,,,,,"giardinaggio",,,,,,,,,,
"Re Laurino",,"giocattoli, souvenirs, idee regalo","toys, souvenirs, gift ideas","souvenir","46,0593848985985","11,2374043464661","Viale Venezia, 29/a - Assizzi",38057,"Pergine Valsugana",,"+39 (0461) 531783",,,,,,,,,,,,,,"idee regalo, giocattoli",,,,,,,,,,
"Rebell srl",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Regina",,"supermercato","supermarket","Alimentari","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rifugio Barricata",,"Ristorante, Rifugio (in inverno raggiungibile solo a piedi o con motoslitta)","Restaurant, Rifugio (in winter only reachable on foot or with snowmobile)","Ristorante","45,9786085879012","11,5910911560059","Loc. Marcesina",38055,"Grigno",,"+39 (0461) 765139","info@rifugiobarricata.it",,"www.rifugiobarricata.it",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Rifugio Crucolo",,"A metà fra rifugio e ristorante, al Crucolo di sicuro si trova il calore tipico dell'accoglienza delle genti di montagna. Nelle numerose sale non mancheranno mai allegre compagnie che si divertono, spesso per festeggiare insieme il ritorno da qualche gita. Al piano superiore si può assistere a concertini e cori, che i Parampampoli, la bevanda digestiva alla grappa tipica del posto, rendono assolutamente...indimenticabili. Non può mancare una visita alle cantine sotterranee, dove i salami appesi alle pareti e le forme di formaggio prodotte dal rifugio, insieme a grappe e insaccati, lasciano letteralmente a bocca aperta.",,"Ristorante","46,120964","11,498823","Loc. Val Campelle",38050,"Scrurelle",,"+39 (0461) 766093","info@crucolo.it","+39 (0461) 782060","http://www.crucolo.it","Mezzogiorno e sera",,"Parcheggio Auto, Banchetti/Matrimoni",,"25-35 Euro",,"Cucina tipica","Montagna","Prodotti tipici","Natura","Vini, grappe, salumi",,,,,,,,,,
"Ristorante Al Falco",,"Ristorante","Restaurant","Ristorante","46,0824889476738","11,5440130233765","Fraz. Casetta, 12c",38050,"Bieno",,"+39 (0461) 596263",,,,,,,,,,,,,,,,,,,,,,,,
"Ristorante Albergo San Cristoforo",,"Ristorante","Restaurant","Ristorante","46,0394513775227","11,2348616123199","Viale Europa, 29 - S. Cristoforo",38057,"Pergine Valsugana",,"+39 (0461) 531105","albergosancristoforo@virgilio.it",,"www.albergosancristoforo.it",,,,,,,,,,,,,,,,,,,,,
"Ristorante Carraro",,"Ristorante","Restaurant","Ristorante","46,0804201004719","11,5544682741165","Via A.G. Bettolo, 8",38050,"Bieno",,"+39 (0461) 596309","info@albergocarraro.it",,"www.albergocarraro.it",,,,,,,,,,,,,,,,,,,,,
"Ristorante Mezzolago",,"Ristorante","Restaurant","Ristorante","46,0260664914701","11,2307095527649","Fraz. Valcanover, 85",38057,"Pergine Valsugana",,"+39 (0461) 530158","albergomezzolago@gmail.com",,"www.locandamezzolago.it",,,,,,,,,,,,,,,,,,,,,
"Ritrovo dei Sapori",,"Pasti veloci","Quick meals","Bar","46,0533542224146","11,4575386047363","Piazza Martiri ",38051,"Borgo Valsugana",,"+39 (0461) 757125",,,,"chiuso giovedì",,,,,,"socializzare",,,,,,,,,,,,,,
"Robusti Vanessa",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Rock Ola",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Romanda",,"Ristorante","Restaurant","Ristorante","46,0112551723709","11,30042552948","Via Garibaldi, 7",38056,"Levico Terme",,"+39 (0461) 707122","info@hotelromanda.it",,"www.hotelromanda.it",,,,,,,,,,,,,,,,,,,,,
"Rosa Nera",,,,"birreria","46,0584393916714","11,214154958725","Via S. Martino, 3 - Costasavina",38057,"Pergine Valsugana",,"+39 (328) 3096736","armandoleonardelli@gmail.com",,"www.rosa-nera.it/sito/HOME.html","lunedì chiuso",,,,,,"socializzare","divertimento",,,,,,,,,,,,,
"Rose di Bosco - Longo Danila",,"Il B&B, completamente ristrutturato è situato al primo piano di una casa a 3 piani in una zona tranquilla a pochi passi dal centro storico di Predazzo, in prossimità di graziose passeggiate nel vicino ""bosco fontana"".
L'arredamento in stile ""tirolese"" con mobili in legno massiccio e antichi, è stato rifinito dal gusto di Danila, Eliana e Giuliana che attraverso un'elegante uso di fiori secchi, quadri antichi e altri suppellettili della tradizone locale, hanno creato un'atmosfera accogliente e di assoluto relax.
Nello stile dell'ospitalità in famiglia una sola stanza ""rose rosa"" dispone di bagno, le altre due ""rose blu"" e ""rose gialle"" condividono un ampio bagno sul corridoio e pertanto è indicata a famiglie di 4/5 persone o ad amici.
Un ampio balcone adornato da rossi gerani permette di godersi il sole dalle prime ore del mattino al tramonto.",,"bedbreakfast","46,120964","11,498823","VIA SARONCH, 16","38037 ","Predazzo",,"+39(0462)501426 ","info@rosedibosco.it",,"http://www.rosedibosco.it",,,"Tutte le camere dispongono di TV.",,,,"Relax","Natura","Campagna",,"Fiori",,,,,,,,,,
"S. Giorgio",,"Ristorante","Restaurant","Ristorante","46,0531010685176","11,4579033851624","Via Fratelli, 6",38051,"Borgo Valsugana",,"+39 (0461) 753693","info@ristorante-san-giorgio.it",,"www.ristorante-san-giorgio.it","chiuso domenica",,,,,,"pesce",,,,,,,,,,,,,,
"Sala Galvan",,"collezione di strumenti musicali e da lavoro dell'antica fabbrica di armoniche e armonium di Egidio Galvan","This exhibition area hosts an interesting collection of music instruments and working tools of the ancient factory of accordions and harmoniums by Egidio Galvan (1873 - 1944).","Museo","46,0556027737462","11,4608860015869","Corso Ausugum  ",38051,"Borgo Valsugana",,,,,"http://www.valsuganacultura.it/museodiffuso/salagalvan.html","da giugno a settembre dalle 10,00 ale 12,00",,,,"ingresso gratuito",,"cultura","musica",,,,,,,,,,,,,
"Sale & Pepe",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0533542224146","11,4552211761475","Via XI Febbraio, 4",38051,"Borgo Valsugana",,"+39 (0461) 757043",,,,"chiuso martedì",,,,,,,,,,,,,,,,,,,,
"Salmoiraghi e Viganò",,"ottica",,"Ottico","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Salone da Franco",,"parrucchieri",,"parrucchiera","46,0626307676811","11,2350869178772","Viale Dante, 18",38057,"Pergine Valsugana",,"+39 (0461) 532149",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Salone Fantasia di Roat Simonetta",,"parrucchieri",,"parrucchiera","46,0622287667261","11,2388849258423","Viale degli Alpini, 6",38057,"Pergine Valsugana",,"+39 (0461) 533064",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Salone Grisenti Lorenza",,"parrucchieri",,"parrucchiera","46,0612311961566","11,2389278411865","Via Pennella, 86",38057,"Pergine Valsugana",,"+39 (0461) 531168",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Salone Miriam di Ruzza Miriam",,"parrucchieri",,"parrucchiera","46,0636878673345","11,2418675422668","Via P.N. Monegatti, 8 - Casalino",38057,"Pergine Valsugana",,"+39 (0461) 530468",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Salone New Energy ",,"parrucchieri",,"parrucchiera","46,0531904170843","11,2393355369568","Via Paludi, 57",38057,"Pergine Valsugana",,"+39 (0461) 533120",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Salone Pazza Idea",,"parrucchieri",,"parrucchiera","46,0656084613869","11,2364816665649","Via dei Prati, 34",38057,"Pergine Valsugana",,"+39 (0461) 530 423",,,,,,,,,,,,,,"parrucchieri",,,,,,,,,,
"Salone Prestige di Manuardi Crocefissa",,"parrucchieri",,"parrucchiera","46,0696280931225","11,2230491638184","Loc. Fratte, 50",38057,"Pergine Valsugana",,"+39 (0461) 531108",,,,,,,,,,,,,,,,,,,,,,,,
"Sanità - Laboratorio ortopedico",,"laboratorio ortopedico",,"negozio","46,0595486855548","11,2379837036133","Via Rossi, 17",38057,"Pergine Valsugana",,"+39 (0461) 511117",,,,,,,,,,"Salute",,,,"otopedia",,,,,,,,,,
"Sapori e Saperi di F&H Dynamics ",,"piatti tipici rivisitati","revisited traditional dishes","Ristorante","46,0602633865876","11,2373292446136","Viale Venezia, 7",38057,"Pergine Valsugana",,"+39 (0461) 510859","info@saporiandsaperi.it",,"www.saporiandsaperi.it",,,,,,,"cucina tipica",,,,"bar",,,,,,,,,,
"Scaranò",,"Ristorante","Restaurant","Ristorante","46,0161132454348","11,3154244422913","Via Per Vetriolo, 86",38056,"Levico Terme",,"+39 (0461) 706810","info@hotelscarano.it",,"www.hotelscarano.it",,,,,,,,,,,,,,,,,,,,,
"Scuola di Sci Lagorai",,,,"Scuola Sci","46,115847694466","11,6611289978027","Loc. Marande-Passo Brocon",38053,"Castello Tesino",,"+39 (335) 6971281","info@scuolascilagorai.it",,"www.scuolascilagorai.it",,,,,,,"sport invernali","sci",,,,,,,,,,,,,
"Scuola di Sci Panarotta 2002",,,,"Scuola Sci","46,0571513916192","11,3129138946533","Loc Panarotta",38056,"Levico Terme",,"+39 (347) 5044450","r.gaiga@gmail.com",,"www.panarotta.it/node/27",,,,,,,"sport invernali","sci",,,,,,,,,,,,,
"SDAD di Favara Serafina",,,,"Bar","46,0835754334804","11,2271475791931","Via Lungolago, 16  - Canzolino",38057,"Pergine Valsugana",,"+39 (0461) 552566",,,,,,,,,,"socializzare",,,,,,,,,,,,,,
"Shop Center Auto",,"concessionaria",,"automoto","46,0678862886421","11,2219548225403","Via Tamarisi, 1",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"automobili",,,,,,,,,,
"shop Center Ponte Regio",,,,"centrocommerciale","46,0695536581579","11,2213110923767","Località Fratte, 24",38057,"Pergine Valsugana",,,,,"www.centroponteregio.it",,,,,,,,,,,,,,,,,,,,,
"Shop Center Valsugana",,,,"centrocommerciale","46,0679383947018","11,2229740619659","Via Tamarisi, 2",38057,"Pergine Valsugana",,,,,"www.shopcentervalsugana.com",,,,,,,,,,,,,,,,,,,,,
"Sinfonia Sara di Trenti Sara",,"abbigliamento",,"abbigliamento","46,0611716391345","11,2383484840393","Via Pennella, 51/a",38057,"Pergine Valsugana",,"+39 (0461) 533151",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Sittoni  Guido",,"gioelleria oreficeria",,"Gioielleria","46,0603452788235","11,2398719787598","Via Pennella, 3 ",38057,"Pergine Valsugana",,"+39 (0461) 534377",,,,,,,,,,,,,,"gioelleria, orefericeria",,,,,,,,,,
"Sittoni Angela",,"parafarmacia",,"Farmacia","46,0605165076515","11,2413096427917","Piazza Garbari,1",38057,"Pergine Valsugana",,"+39 (0461) 531692",,,,,,,,,,"salute","benessere",,,"parafarmacia",,,,,,,,,,
"SM Italia",,"non alimentare",,"negozio","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Snack Bar San Giorgio",,"Pasti veloci","Quick meals","Bar","45,9853929107847","11,6747760772705","Via Nazionale, 42 - Fraz. Tezze",38055,"Grigno",,,,,,,,,,,,"socializzare",,,,,,,,,,,,,,
"Snowpark LGR Playground",,,,"Snow Park","46,115847694466","11,6611289978027","Loc. Marande-Passo Brocon",38053,"Castello Tesino",,"+39 (0461) 1866050","info@skilagorai.it",,"www.skilagorai.it",,,,,,,"sport invernali","Snowboard",,,,,,,,,,,,,
"Snowpark Panarotta",,,,"Snow Park","46,0571513916192","11,3129138946533","Loc Panarotta",38056,"Levico Terme",,"+39 (0461) 706757","panarotta@panarotta.it",,"www.panarotta.it",,,,,,,"sport invernali","Snowboard",,,,,,,,,,,,,
"Sopra Sotto di Smerrieri Alessandro",,"abbigliamento",,"abbigliamento","46,0610971927666","11,2385308742523","Via Pennella, 49 - Canezza",38057,"Pergine Valsugana",,"+39 (0461) 534103",,,,,,,,,,,,,,"abbigliamento",,,,,,,,,,
"Spaghetti Club",,"Ristorante specialità pasta","Speciality pasta restaurant","Ristorante","46,0030431645636","11,2820792198181","Loc. Costa di Brenta, 5",38052,"Caldonazzo",,"+39 (0461) 701494",,,"www.newspaghetticlub.it","chiuso martedì",,,,,,,,,,,,,,,,,,,,
"Spazio Legno",,"legno",,"negozio","46,0635985357524","11,2323403358459","Viale Dante, 20",38057,"Pergine Valsugana",,"+39 (0461) 530909",,,,,,,,,,,,,,"legno",,,,,,,,,,
"Speedy Motor",,"vendita e riparazioni moto",,"automoto","46,0559750416231","11,2366318702698","Via al Lago, 25",38057,"Pergine Valsugana",,"+39 (0461) 533078",,,,,,,,,,,,,,"vendita e riparazione moto e scooter",,,,,,,,,,
"Spiky Pizza",,"pizza al taglio","pizza slices","Ristorante","46,0091538490556","11,3007581233978","Corso Centrale, 19",38056,"Levico Terme",,"+39 (0461) 707707",,,,,,,,,,"cibo di strada",,,,,,,,,,,,,,
"Sport Garage",,"officina","car workshop","automoto","46,0801968389421","11,2066984176636","Loc. Cirè, 4",38057,"Pergine Valsugana",,"+39 (0461) 509034",,,"www.sportgaragetn.com",,,,,,,,,,,"officina, elettrauto, gommista, carrozziere",,,,,,,,,,
"Sposa Chic",,"abbigliamento sposa",,"abbigliamento","46,0591764417697","11,2371146678925","Viale Venezia, 31",38057,"Pergine Valsugana",,"+39 (0461) 533098",,,,,,,,,,,,,,"sposa",,,,,,,,,,
"stazioneservizio",,"stazioneservizio","service station","stazioneservizio","46,0678192950644","11,612548828125","Via Brigata Abruzzi",38050,"Pieve Tesino",,,,,,,,,,,,,,,,,,,,,,,,,,
"Stelle Gemelle",,"estetica",,"parrucchiera","46,0626456565492","11,2348079681396","Via Baratieri, 24",38057,"Pergine Valsugana",,"+39 (0461) 511333",,,,,,,,,,,,,,"estetica",,,,,,,,,,
"Stoffella Alessandro",,"alimentary","grocery","Alimentari","46,0502716224721","11,2230491638184","Fraz. Susà, 13",38057,"Pergine Valsugana",,"+39 (0461) 532513",,,,,,,,,,,,,,"alimentari",,,,,,,,,,
"Stroili Oro",,"gioielleria",,"Gioielleria","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Stube Valzurg",,"Ristorante","Restaurant","Ristorante","46,238","11,1643","Fraz. Vignola, 22",38050,"Vignola Falesina",,"+39 (0461) 511103","stubevalzurg@alice.it",,"www.stubevalszurg.it",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Tabaccheria Floriani",,"tabacchi","smoke shop","tabacchino","46,067037697317","11,2370824813843","Via Monte Cristallo, 15",38057,"Pergine Valsugana",,"+39 (0461) 534145",,,,,,,,,,,,,,"lotto, artigianato, tabacchi",,,,,,,,,,
"Tabacchi",,"tabacchi, cartoleria","smoke shop, stationery","tabacchino","46,0679383947018","11,2229740619659","Via Tamarisi, 2 - Shop Center Valsugana",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,,,,,,,,,,,
"Tabacchi Sartori Marco",,"tabacchi","smoke shop","tabacchino","46,0607398488031","11,2404298782349","Via Crivelli, 1",38057,"Pergine Valsugana",,"+39 (0461) 532930",,,,,,,,,,,,,,"tabacchi",,,,,,,,,,
"Tabacchi Zampiero",,"cartoleria, tabacchi","smoke shop, stationery","cartoleria","46,063531536971","11,6332769393921","Piazza Marconi",38053,"Castello Tesino",,"+39 (0461) 592105",,,,,,,,,,,,,,,,,,,,,,,,
"Tappeti Persiani - Salgoughi Faramarz",,"tappeti",,"negozio","46,0608440743647","11,2292075157166","Loc. Fratte, 45",38057,"Pergine Valsugana",,"+39 (0461) 531156",,,,,,,,,,,,,,"tappeti, arredamento",,,,,,,,,,
"Taverna",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0150254317992","11,2861347198486","Loc. Lago, 3",38056,"Levico Terme",,"+39 (0461) 706243",,,,,,,,,,,,,,,,,,,,,,,,
"Taverna die Gonzaga",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0125665961073","11,298086643219","Via Garibaldi",38056,"Levico Terme",,"+39 (0461) 701802",,,,,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Tavola Calda Bar Malene",,"Ristorante","Restaurant","Ristorante","46,1061189049888","11,6182994842529","Loc. Valmalene, 3",38050,"Pieve Tesino",,"+39 (0461) 594627",,,,,,,,,,,,,,,,,,,,,,,,
"Tecnodue Pergine",,"ricambi auto","auto parts store","automoto","46,0599209268304","11,2374043464661","Viale Venezia, 13",38057,"Pergine Valsugana",,"+39 (0461) 534175",,,,,,,,,,,,,,"ricambi auto",,,,,,,,,,
"Tecnoserramenti Trentino",,"serramenti",,"negozio","46,0697769627506","11,2211179733276","Loc. Fratte, 20",38057,"Pergine Valsugana",,"+39 (0461) 510961",,,,,,,,,,,,,,"serramenti",,,,,,,,,,
"Tenda Casa",,"tendaggi",,"negozio","46,0649831590313","11,2296366691589","Viale Dante, 138",38057,"Pergine Valsugana",,"+39 (0461) 533001",,,,,,,,,,,,,,"tendaggi",,,,,,,,,,
"Tentazioni - Artigianato artistico",,"artigianato artistico","arts and crafts store","souvenir","46,0636878673345","11,2319433689117","Viale Dante, 276",38057,"Pergine Valsugana",,"+39 (0461) 531312",,,"www.tentazionipergine.it",,,,,,,,,,,"artigianato artistico, souvenir",,,,,,,,,,
"Time Bar",,,,"Bar","46,0610674141913","11,2389063835144","Via Pennella, 72",38057,"Pergine Valsugana",,"+39 (0461) 530987",,,,"domenica chiuso",,,,,,"socializzare",,,,,,,,,,,,,,
"Tobia Bar",,,,"Bar","46,0679383947018","11,2229740619659","Via Tamarisi, 2",38057,"Pergine Valsugana",,"+39 (0461) 532230",,,,"lunedì mattina",,,,,,"socializzare",,,,,,,,,,,,,,
"Total Fina stazione di servizio",,"stazioneservizio","service station","stazioneservizio","46,0548582304638","11,2361812591553","Via al Lago, 10",38057,"Pergine Valsugana",,,,,,,,,,,,,,,,"distributore, benzinaio",,,,,,,,,,
"Trattoria Crosara",,,,"Pizzeria","46,0649608266733","11,633448600769","Piazza San Giorgio",38053,"Castello Tesino",,"+39 (04619 594245",,,,,,,,,,,,,,,,,,,,,,,,
"Tre Faggi",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0096605584359","11,4353084564209","Val di Sella",38051,"Borgo Valsugana",,"+39 (0461) 761016",,,,"chiuso martedì",,,,,,"cucina tipica",,,,,,,,,,,,,,
"Trentina Motocicli",,"biciclette, motocicli",,"Servizio biciclette","46,0571811723065","11,2373399734497","Via Dosseti, 12",38057,"Pergine Valsugana",,"+39 (0461) 510219",,,,,,,,,,,,,,"biciclette, motocicli, riparazione",,,,,,,,,,
"Trentino Fuoristrada",,"noleggio auto","car rental","Noleggio privato","46,0191083477471","11,3560223579407","Via Maso San Desiderio",38056,"Levico Terme",,"+39 (0461) 720018",,,,,,,,,,,,,,,,,,,,,,,,
"Ufficio APT Valsugana - Borgo Valsugana",,"Informazioni sul territorio, wi-fi point (con accesso da facebook)",,"info","46,0533616680999","11,4564335346222","Piazza De Gasperi 3",38051,"Borgo Valsugana",,"+39 (0461) 727740","borgovalsugana@visitvalsugana.it",,"www.visitvalsugana.it","da giugno a settembre: dal lunedì al sabato 09,00-12,30/15,00-18,00
domenica 09,00-12,30
da ottobre a maggio
da lunedì a venerdì 09,00-12,30/15,00-18,00",,,,,,,,,,,,,,,,,,,,
"Ufficio APT Valsugana - Caldonazzo",,"Informazioni sul territorio, wi-fi point (con accesso da facebook)",,"info","45,9924894664837","11,2615442276001","Piazza Vecchia, 15",38052,"Caldonazzo",,"+39 (0461) 727752","caldonazzo@visitvalsugana.it",,"www.visitvalsugana.it","dal lunedì al venerdì 09,00 - 12,00",,,,,,,,,,,,,,,,,,,,
"Ufficio APT Valsugana - Castello Tesino",,"Informazioni sul territorio, wi-fi point (con accesso da facebook)",,"info","46,062600989933","11,6339528560638","Via Dante, 10",38053,"Castello Tesino",,"+39 (0461) 727730","castellotesino@visitvalsugana.it",,"www.visitvalsugana.it","dal 01/06 al 09/09 e da 08/12 al 06/01: dal lunedì al sabato 08,30-12,30/14,00-18,00
domenica 08,30-12,30
da settembre a novembre e da gennaio a giugno:
dal lunedì al venerdì 08,30-12,30/14,00-18,00",,,,,,,,,,,,,,,,,,,,
"Ufficio APT Valsugana - Levico Terme",,"Informazioni sul territorio, wi-fi point (con accesso da facebook)",,"info","46,0140605380983","11,2964558601379","Via Viale Vittorio Emanuele, 3",38056,"Levico Terme",,"+39 (0461) 727700","info@visitvalsugana.it",,"www.visitvalsugana.it","da maggio a settembre/mercatini di Natale: dal lunedì al sabato 09,00-12,30/15,00-18,00, domenica 09,00-12,30
ottobre, novembre, da gennaio ad aprile: 09,00-12,30/15,00-18,00",,,,,,,,,,,,,,,,,,,,
"Ufficio APT Valsugana - Pergine",,"Informazioni sul territorio, wi-fi point (con accesso da facebook)",,"info","46,0532276456111","11,457302570343","Piazza Serra, 10",38057,"Pergine Valsugana",,"+39 (0461) 727760","pergine@visitvalsugana.it",,"www.visitvalsugana.it","lunedì, martedì, giovedì, venerdì 09,00-13,00",,,,,,,,,,,,,,,,,,,,
"Umberto I (Grand Hotel Bellavista)",,"Ristorante","Restaurant","Ristorante","46,0157","11,2954","Via V. Emanuele III, 7",38056,"Levico Terme",,"+39 (0461) 706136","info@bellavistarelax.it",,"www.bellavistarelax.it",,,,,,,,,,,,,,,,,,,,,
"Valsugana",,"Bar",,"Pizzeria","46,0634124278255","11,2327587604523","Viale Dante, 42",38057,"Pergine Valsugana",,"+39 (0461) 510649",,,,"domenica chiuso",,,,,,,,,,,,,,,,,,,,
"Varotto Thomas",,"tabacchi","smoke shop","tabacchino","46,0623925452463","11,2430477142334","Via Battisti, 17",38057,"Pergine Valsugana",,"+39 (0461) 538274",,,,,,,,,,,,,,"tabacchi",,,,,,,,,,
"Vecchia Europa (ex Vecia Latteria)",,,,"Bar","46,0603750577882","11,2405371665955","Piazza Municipio, 17",38057,"Pergine Valsugana",,"+39 (0461) 530997",,,,"domenica chiuso",,,,,,"socializzare",,,,"tavola calda",,,,,,,,,,
"Vecchia Fattoria",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0106292546253","11,296112537384","Via Per Caldonazzo, 31",38056,"Levico Terme",,"+39 (0461) 700242","info@albergovecchiafattoria.it",,"www.albergovecchiafattoria.it",,,,,,,,,,,,,,,,,,,,,
"Vecchia Fontana",,"Ristorante Pizzeria","Restaurant, pizzeria","Pizzeria","46,0108826031376","11,3016486167908","Piazza Venezia, 5",38056,"Levico Terme",,"+39 (0461) 706366",,,"www.ristorantevecchiafontana.it",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Vecchia Pergine",,"Pizzeria, Birreria","Pizzeria, brasserie","Pizzeria","46,0589382044302","11,2403118610382","Via Maier, 71",38057,"Pergine Valsugana",,"+39 (0461) 511201",,,,"giovedì chiuso",,,,,,,,,,,,,,,,,,,,
"Veg Point",,"Ristorante vegetariano","Vegetarian restaurant","Ristorante","46,0128646426197","11,2670803070068","Via Alberè, 22/1",38050,"Tenna",,"+39 (0461) 700149",,,,,,,,,,"cucina vegetariana",,,,,,,,,,,,,,
"Vezzena",,"Ristorante","Restaurant","Ristorante","45,9571765971136","11,3289642333984","Passo Vezzena",38056,"Levico Terme",,"+39 (0461) 784197","info@hotelvezzena.com",,"www.hotelvezzena.com",,,,,,,"cucina tipica",,,,,,,,,,,,,,
"Vicentini Andrea",,"ricambi moto",,"automoto","46,0653255873891","11,2491416931152","Via Spolverine, 98",38057,"Pergine Valsugana",,"+39 (0461) 511319",,,,,,,,,,,,,,"ricambi moto",,,,,,,,,,
