"NOME ITA","NOME ENG","DESCRIZIONE ITA","DESCRIZIONE ENG","CATEGORIA","LATITUDINE (es. 46.281419)","LONGITUDINE (es. 11.523885)","VIA","CAP","LOCALITA'/CITTA'","CONTATTO NOME","CONTATTO TELEFONO","CONTATTO EMAIL","CONTATTO FAX","CONTATTO URL","ORARI ITA","ORARI ENG","SERVIZI ITA","SERVIZI ENG","PREZZI ITA","PREZZI ENG","TAG 1","TAG 2","TAG 3","TAG 4","TAG AGGIUNTIVI","CAPIENZA ITA","CAPIENZA ENG","STORIA ITA","STORIA ENG","CURIOSITA' ITA","CURIOSITA' ENG","COME ARRIVARE ITA","COME ARRIVARE ENG","ACCESSIBILITA' ITA","ACCESSIBILITA' ENG"
"MASO LA VECCHIA QUERCIA",,,,"Ristorante","46.1443","11.2552","MASI DI STERNIGO ",38042,"BASELGA DI PINE'",,"+39 0461 553053","info@masovecchiaquercia.it","+39 0461 553053","www.masovecchiaquercia.it",,,,,,,,,,,,,,,,,,,,,
"MASO SVESERI",,,,"Ristorante","'46.20683","'11.32401","VIA SVESERI, 22",38048,"SOVER",,"+39 0461 698106","info@maso-sveseri.it","+39 0461 698106","www.maso-sveseri.it",,,,,,,,,,,,,,,,,,,,,
"MASO ZEPP",,,,"Appartamento Vacanze","'46.2225","'11.2677","Loc. Maso Giovanni –  Masi Alti di Grumes",38030,,,"+39 0471 885258 ","zepp58@alice.it",,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"MATTIVI FERNANDO",,,,"Appartamento Vacanze","'46.160278","'11.294722","Loc. Casei, Via Crocefisso, 4",38043,,,"+39 0461 874279 ","Fernando.mattivi@phoenixspa.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />Supermercato 800 m<br />ristorante 800 m<br />stazione/bus 300 m<br />parco per bambini 700 m<br />lago 700 m<br /><br /><strong>INFO APPARTAMENTO</strong><br />Appartamento su tre livelli<br />60 mq&nbsp;<br />2 posti letto&nbsp;<br />Casa fino a 4 appartamenti<br />accesso indipendente<br />zona residenziale a bassa densit&agrave;<br />arredo: molto curato<br />buona esposizione dell'edificio",,,,,,,,,,,,,,,,,,
"Menegatti",,,,"Alimentari","46.188558","11.257594","Fraz. Saletto, 42",38047,"SEGONZANO",,,,,,,,,,,,,,,,,,,,,,,,,,
"Merceria Clementini",,,,"servizi per l'abbigliamento-accessori","46.155924","11.153461","fraz. Verla, Via Tre Novembre, 3",38037,"GIOVO",,,,,,,,,,,,,,,,"Merceria",,,,,,,,,,
"Miacola Consuelo",,,,"parrucchiera","46.173718","11.220696","Via Calovi, 6/1",38034,"CEMBRA",,,,,,,,,,,,,,,,"Estetista",,,,,,,,,,
"MIRAMONTI",,,,"Ristorante","'46.1558","'11.2879","VIA CAVOUR, 20 Fraz.Piazze di Bedollo",38043,"BEDOLLO",,"+39 0461 556626","info@miramontipine.it","+39 0461 556626","www.miramontipine.it",,,,,,,,,,,,,,,,,,,,,
"Mobili Cavalli",,,,"Casalinghi","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38054,"CIVEZZANO",,,,,,,,,,,,,,,,"Mobili",,,,,,,,,,
"Montechiara",,,,"Bar","'46.1494","'11.2688","CAMPOLONGO, 120 Fraz. CAMPOLONGO",38042,"BASELGA DI PINE'",,"montechiara@montechiara.it","+39 0461 557809","www.montechiara.it",,,,,,,,,,,,,,,,,,,,,,
"MONTECROCE",,,,"Ristorante","'46.1826","'11.3259","PIAZZA ROSMINI, 6 Fraz. BRUSAGO",38043,"BEDOLLO",,"+39 0461 556603","hotelmontecroce@libero.it","+39 0461 556062","www.hotelmontecroce.it",,,,,,,,,,,,,,,,,,,,,
"MUNICIPIO DI ALBIANO",,,,"servizimunicipali","46.144855","'11.193287","VIA S. ANTONIO, 30 ALBIANO",38041,"ALBIANO",,"+39 0461 689623 ","affari.generali@comune.albiano.tn.it","+39 0461 689048",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI BASELGA DI PINE'",,,,"servizimunicipali","46.129887 ","'11.244362","VIA C. BATTISTI, 1 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 557024 ","c.baselgadipine@comuni.infotn.it","+39 0461 558660 ",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI BEDOLLO",,,,"servizimunicipali","46.161666","'11.303384","VIA GIUSEPPE VERDI, 35 Fraz. CENTRALE",38043,"BEDOLLO",,"+39 0461 556624","segreteria@comunebedollo.it","+39 0461 556050",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI CEMBRA",,,,"servizimunicipali","46.17528 ","'11.22057","P.ZZA GUGLIELMO MARCONI, 7 CEMBRA",38034,"CEMBRA",,"+39 0461 683018","segreteria@comune.cembra.tn.it","+39 0461 682150",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI CIVEZZANO",,,,"servizimunicipali","46.089902","'11.179608","VIA TELVANA, 9 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 858516","info@comunecivezzano.it","+39 0461 858952",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI FAVER",,,,"servizimunicipali","46.181621","'11.237789","VICOLO DELLA CHIESA, 2 FAVER",38030,"FAVER",,"+39 0461 683029","c.faver@comuni.infotn.it","+39 0461 680605",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI FORNACE",,,,"servizimunicipali","46.117307 ","'11.20574","P.ZZA CASTELLO, 1 FORNACE",38040,"FORNACE",,"+39 0461 849023","segreteria@comune.fornace.tn.it","+39 0461 849384",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI GIOVO",,,,"servizimunicipali","46.157053 ","'11.151503","VIA S. ANTONIO, 4 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684003","segreteria@comune.giovo.tn.it / protocollo@comune.giovo.tn.it ","+39 0461 684707",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI GRAUNO",,,,"servizimunicipali","46.231097 ","'11.298312","VIA CHIESA, 18 GRAUNO",38030,"GRAUNO",,"+39 0461 685002 ","c.grauno@comuni.infotn.it","+39 0461 688163",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI GRUMES",,,,"servizimunicipali","46.221484","'11.294114","PIAZZA MUNICIPIO, 10 GRUMES",38030,"GRUMES",,"+39 0461 685003","c.grumes@comuni.infotn.it","+39 0461 685090",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI LISIGNAGO",,,,"servizimunicipali","46.160526","'11.188985","VIA STRADA VECCHIA, 142 LISIGNAGO",38030,"LISIGNAGO",,"+39 0461 683063","anagrafe@comune.lisignago.tn.it","+39 0461 682222",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI LONA-LASES",,,,"servizimunicipali","46.146391 ","'11.218918","VIA MASERI, 2 LASES",38040,"LONA-LASES",,"+39 0461 689108 ","lonalases@tin.it","+39 0461 689379",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI SEGONZANO",,,,"servizimunicipali","46.190285 ","'11.258556","FRAZIONE SCANCIO, 64 SEGONZANO",38047,"SEGONZANO",,"+39 0461 686103","segreteria@comune.segonzano.tn.it","+39 0461 686060",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI SOVER",,,,"servizimunicipali","46.22117 ","'11.315841","P.ZZA S. LORENZO, 12 SOVER",38048,"SOVER",,"+39 0461 698023","segreteria@comunesover.tn.it","+39 0461 698398",,,,,,,,,,,,"Municipio",,,,,,,,,,
"MUNICIPIO DI VALDA",,,,"servizimunicipali","46.207644 ","'11.267777","VIA CENTRALE, 38 VALDA",38030,"VALDA",,"+39 0461 685033","c.valda@comuni.infotn.it","+39 0461 685033",,,,,,,,,,,,"Municipio",,,,,,,,,,
"NADIA (BASELGA DI PINE')",,,,"parrucchiera","46.096076 ","'11.234635","VIA TARGA, 43 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,"+39 0461 558818",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"NARDON LAURA",,,,"Appartamento Vacanze","'46.1763","'11.2230","Via Carraia, 9",38034,,,"+39 0461 682308",,,,,,"<strong>DISTANZA DA SERVIZI</strong>&nbsp;<br />ristorante <span class=Apple-tab-span"" style=""white-space: pre;"">",,,,,,,,,,,,,,,,,,
"NATTIVI LUCIANO",,,,"Appartamento Vacanze","'46.1647","'11.3069","Fr. Centrale - Via Verdi, 8",38043,,,"+39 0461 556543 ","auri.lola@alice.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Negozio Alles Sport",,,,"negoziosport","46.133159","'11.245612","Corso Roma, 41 ",38042,"BASELGA DI PINÉ",,"+39 0461 557095",,,,,,,,,,,,,,"Noleggio ciaspole",,,,,,,,,,
"Negozio Jolly ",,,,"negoziosport","46.132765","'11.247304","via cesare battisti, 68",38042,"BASELGA DI PINÉ",,"+39 0461 557394",,,,,,,,,,,,,,"Noleggio bici",,,,,,,,,,
"Negozio Molinari Sport ",,,,"negoziosport","46.088693","'11.180866","Via Roma, 18",38045,"CIVEZZANO",,"+39 0461 858543",,,,,,,,,,,,,,"Noleggio ciaspole",,,,,,,,,,
"Nones Carla",,,,"Alimentari","46.221571","11.316088","Piazza S. Lorenzo, 24",38048,"SOVER",,,,,,,,,,,,,,,,,,,,,,,,,,
"Nord Salotto ",,,,"Casalinghi","46.145589","11.201257","Via Roma 132",38041,"ALBIANO",,,,,,,,,,,,,,,,"Arredamento",,,,,,,,,,
"NORMA (BASELGA DI PINE')",,,,"parrucchiera","46.134296 ","'11.247468","CORSO ROMA, 103",38042,"BASELGA DI PINE'",,"+39 0461 557013 / +39 349 0685474",,,,,,,,,,,,,,"Parrucchiere",,,,,,,,,,
"Nuovo Museo del Porfido",,"Il nuovo museo del porfido di Albiano si propone di documentare l`evoluzione delle tecniche di estrazione e lavorazione attraverso Strumenti multimediali all&rsquo;avanguardia, ponendosi come attrazione turistica di alto valore didattico.","CASA PORFIDO' aims at documenting, valorising and popularising the various skills involved in the quarrying of porphyry. One of the striking characteristics of this museum is the harmony between tradition and ultra-modern multimedia tools. In an interactive setting, visitors can discover at first hand the ancient history of porphyry quarrying and learn more about the local socio-economic fabric. They can watch historical films/documentaries and marvel at the age-old skill of porphyry stone cutting as well as at the incredible amount of precision required when laying porphyry. ","Museo","'46.1438","'11.1933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OFFICINA – CARROZZERIA FRONZA ANDREA E C. SNC (CIVEZZANO)",,,,"automoto","46.087847 ","'11.184122","VIA FERSINA AVISIO, 8 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 858157",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA AUTORIPARAZIONI SIGHEL CLAUDIO",,,,"automoto","46.124036 ","'11.249076","VIA DI BUGNO, 48/1 Fraz. MIOLA",38042,"BASELGA DI PINE'",,"+39 0461 558989 / +39 333 7659761",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA CASAGRANDE BRUNO (LONA-LASES)",,,,"automoto","46.150465 ","'11.222871","VIA NAZIONALE, 61 LASES",38040,"LONA-LASES",,"+39 0461 689101",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA FIAT\ANESI (BASELGA DI PINE')",,,,"automoto","46.130977 ","'11.245748","VIA C. BATTISTI, 38 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 557156",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA FIAT\MOSER (BASELGA DI PINE')",,,,"automoto","46.097817 ","'11.235697","VIA PERGINE, 22 Fraz. MONTAGNAGA",38042,"BASELGA DI PINE'",,"+39 0461 557726",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA FORD BANALI MICHELE (CIVEZZANO)",,,,"automoto","46.086171 ","'11.202597","LOCALITA' SILLE, 22 CIVEZZANO",38045,"CIVEZZANO",,"+39 0461 858640",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA GILLI ARMANDO (ALBIANO)",,,,"automoto","46.144964 ","'11.192631","VIA S.ANTONIO, 23 ALBIANO",38041,"ALBIANO",,"+39 0461 689794",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MARCHI (LONA-LASES)",,,,"automoto","46.150465 ","'11.222871","LOCALITA' RONC DEL MELA, 12",38040,"LONA-LASES",,"+39 0461 689208",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA BRAGAGNA (FORNACE)",,,,"automoto","46.11375 ","'11.213585","LOCALITA' VALLE, 2",38040,"FORNACE",,"+39 0461 849080",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA CARPENTERIA NARDON ALDO & TULLIO (LISIGNANO)",,,,"automoto","46.164681 ","'11.203242","LOCALITA' BEDIN, 30",38030,"LISIGNAGO",,"+39 0461 683234",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA F.LLI TIEFENTHALER (GIOVO)",,,,"automoto","46.156293 ","'11.16161","VIA 3 NOVEMBRE, 52 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684017 / +39 0461 684269",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA GIACOMOZZI SANDRO (SEGONZANO)",,,,"automoto","46.18812 ","'11.259073","FRAZIONE SCANCIO, 58",38047,"SEGONZANO",,"+39 0461 699009",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA GOTTARDI ROMANI E F.LLI (CEMBRA)",,,,"automoto","46.176718 ","'11.22373","VIA 4 NOVEMBRE, 63 CEMBRA",38034,"CEMBRA",,"+39 0461 683078",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA RENAULT\PIFFER LORENZO (GIOVO)",,,,"automoto","46.154285 ","'11.135871","VIA DI TRENTO, 9 Loc. MOSANA",38030,"GIOVO",,"+39 0461 684266",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA ROCCABRUNA SILVANO (FORNACE)",,,,"automoto","46.112174 ","'11.21045","LOCALITA' VALLE, 16",38040,"FORNACE",,"+39 0461 849143",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA MECCANICA ROSSI ARTURO (GIOVO)",,,,"automoto","46.155727 ","'11.159704","VIA 3 NOVEMBRE, 35 Fraz. VERLA",38030,"GIOVO",,"+39 0461 684063",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA RENAULT\IORIATTI (BASELGA DI PINE')",,,,"automoto","46.131925 ","'11.246211","VIA DEL FERAR, 5 BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 557122",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA SANTONI GIAMPAOLO (LISIGNANO)",,,,"automoto","46.165075 ","'11.204013","LOCALITA' BEDIN, 1",38030,"LISIGNAGO",,"+39 0461 680101",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA SEVEGNANI (ALBIANO)",,,,"automoto","46.141796 ","'11.195371","VIA ROMA, 26 ALBIANO",38041,"ALBIANO",,"+39 0461 689728",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OFFICINA TESSADRI AUTOSERVICE (BASELGA DI PINE')",,,,"automoto","46.150193 ","'11.271055","FRAZIONE CAMPOLONGO, BASELGA DI PINE'",38042,"BASELGA DI PINE'",,"+39 0461 558796",,,,,,,,,,,,,,"Officina",,,,,,,,,,
"OLIMPIC HOTEL",,,,"hotel","'46.125","'11.2512","VIA DEL CADRÒBOL, 24 Fraz. MIOLA",38042,"BASELGA DI PINE'",,"+39 0461 558422","hotelolimpic@hotelolimpic.com","+39 0461 558576","www.hotelolimpic.com",,,,,,,,,,,,,,,,,,,,,
"OPERA VITIVINICOLA IN VAL DI CEMBRA",,,,"Prodotti tipici","46.154552","'11.154576","Fr. Verla di Giovo, Via Tre Novembre, 8 ",38030,"GIOVO",,"+39 0461 684302 ","info@operavaldicembra.it","+39 0461 695417","www.operavaldicembra.it ",,,,,,,,,,,"Cantina",,,,,,,,,,
"ORVEA SPA",,,,"Alimentari","46.083337","11.199099","FRAZIONE MOCHENA,     4/A",38055,"CIVEZZANO",,,,,,,,,,,,,,,,"Supermercato",,,,,,,,,,
"OSTERIA DEL GRILLO",,,,"Ristorante","46.23114","'11.298379","Via Chiesa 17",38030,"GRAUNO",,"+39 0461 688027",,,,,,,,,,,,,,,,,,,,,,,,
"OSTERIA DEL MAESTRO - Ristorante Albergo Lagorai",,,,"Ristorante","46.127200","11.246600","VIA DEI CADUTI, 21",38042,"BASELGA DI PINE'",,"+39 0461 557044","info@lagoraihotel.it","+39 0461 557045","http://www.lagoraihotel.it",,,,,,,,,,,,,,,,,,,,,
"PANETTIERE",,,,"Alimentari","46.160981","11.301997","Fraz. Centrale, Via C.Colombo, 2",38043,"BEDOLLO",,,,,,,,,,,,,,,,"Panificio",,,,,,,,,,
"Panificio dolcesalato ",,,,"Alimentari","46.14323","11.194601","Via dr.R.Pisetta n.6",38041,"ALBIANO",,,,,,,,,,,,,,,,"Panificio",,,,,,,,,,
"Panificio Gaigher",,,,"Alimentari","46.175198","11.219712","Via D. Chiesa, 6",38034,"CEMBRA",,,,,,,,,,,,,,,,"Panificio",,,,,,,,,,
"PAOLAZZI MONICA",,,,"Appartamento Vacanze","'46.1805","'11.2336","Via Perlaia 9g",38030,,,"+39 340 4786198 ","infopaolazzi@libero.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />supermercato<span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Passeggiata di Bedolpian","Passeggiata di Bedolpian","Per chi desidera trascorrere una piacevole giornata immerso nella natura, il complesso di Bedolpian &egrave; l&rsquo;ideale. Raggiungibile comodamente in auto, &egrave; caratterizzato da diversi percorsi di ridotta difficolt&agrave;, adatti&nbsp;<strong>a tutta la famiglia.</strong>""","Per chi desidera trascorrere una piacevole giornata immerso nella natura, il complesso di Bedolpian &egrave; l&rsquo;ideale. Raggiungibile comodamente in auto, &egrave; caratterizzato da diversi percorsi di ridotta difficolt&agrave;, adatti&nbsp;<strong>a tutta la famiglia.</strong>""","attrazione naturale","'46.135556","'11.245833",,,,,,,,,,,,,,,,,,,"Percorso",,,,,,,,,,
"PEDRI ARMANDO",,,,"Appartamento Vacanze","'46.1875","'11.257222","Fr. Saletto, 11",38047,,,"+39 0461 686440","pedripatrizia@yahoo.it",,,,,"<strong>DISTANZA DA SERVIZI&nbsp;</strong><br />ristorante <span style=white-space: pre;"" class=""Apple-tab-span"">",,,,,,,,,,,,,,,,,,
"Pellegrini",,,,"abbigliamento","46.158075","11.139298","fraz. Palù, Via delle Caldere, 5",38040,"GIOVO",,,,,,,,,,,,,,,,"Calzature",,,,,,,,,,
"Pensione Maria",,,,"Bar","'46.23814","'11.325241","Via del Lagorai, 30",38048,"SOVER",,,,,,,,,,,,,,,,,,,,,,,,,,
"PENSIONE MARIA TURISMO RURALE",,,,"Ristorante","'46.23814","'11.325241","VIA DEL LAGORAI, 30 Fraz. PISCINE",38048,"SOVER",,"+39 0461 698251","mariaturismorurale@libero.it","+39 0461 698251","www.mariaturismorurale.it",,,,,,,,,,,,,,,,,,,,,
"Peratoner Silvana",,,,"parrucchiera","46.174777","11.218288","Via S.Pietro 3/1",38034,"CEMBRA",,,,,,,,,,,,,,,,"Estetista",,,,,,,,,,
"Pian del Gacc",,"Pian del Gacc &egrave; un&rsquo;area ricreativa immersa nel verde attrezzata con due campi da tennis, parco giochi e campi di bocce per poter praticare numerosi sport all&rsquo;aria aperta. Nella zona sono anche presenti delle antiche miniere d&rsquo;argento, dette canope","Enthusiasts of sport and life in the open air will find what they want at Pian del Gacc and at Fornace. The area immersed in green is the perfect place for walks or mountain bike outings, surrounded by nature, history and local legends. Pian del Gacc is equipped with two tennis courts, a playing field, a bowls court and an efficient refreshment point with bar service- The Monte Piano path is an excursion for the whole family which takes the visitor through woods and meadows on the high pastures above the village, passing by many signs of the intense and famous mining activity (cavities and vertical and horizontal mines) which involved the area in the middle ages. On a stretch of the path through the woods in the Monte Piano area, there is a series of sculpted gnomes, the work of a local artist.","Attrazione naturale","'46.13089","'11.20333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PINETA",,,,"Ristorante","46.154753","'11.286777","Loc. Lago delle Piazze",38043,"BEDOLLO",,"+39 0461 556642","info@infopineta.it","+39 0461 556058","www.infopineta.it",,,,,,,,,,,,,,,,,,,,,
"Pinetana",,,,"Gelateria-Pasticceria","46.13385","'11.246569","Corso Roma nr. 61",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,,,,,,,,,,,
"Piramidi di Terra di Segonzano",,"Le piramidi di terra che si trovano a Segonzano sono un fenomeno geologico tra i pi&ugrave; noti e studiati al mondo per l&rsquo;imponente bellezza che lo caratterizza.&nbsp;","A masterpiece of nature: towers, crests, pinnacles arranged like organ pipes, tall columns towered by a huge porphyry rock – these are the earth pyramids in the municipality of Segonzano. One of the most well known and studied geological phenomena in the world, also for its imposing beauty. The remains of a moraine deposit dating back to the last ice age, the pyramids are now a tourist attraction of great didactic value. The site is open to visitors all the year round, and can be reached by a specially equipped, clearly marked path.","Attrazione naturale","'46.18175","'11.269611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PIZZA PONDY",,,,"Pizzeria","'46.174781","'11.220538","Viale IV Novembre, 23/1",38034,"CEMBRA",,"+39 348 4286248",,,,,,,,,,,,,,,,,,,,,,,,
"PIZZERIA BAR CENTRALE (BEDOLLO)",,,,"Pizzeria","46.160929","11.302517","VIA VERDI, 46",38043,"BEDOLLO",,"+39 0461 556625",,,,,,,,,,,,,,"Posti Telefonici Pubblici",,,,,,,,,,
"POLIAMBULATORIO ALBIANO",,,,"servizisanitari","46.144855","'11.193287","VIA S. ANTONIO, 30",38041,"ALBIANO",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO BASELGA DI PINE'",,,,"servizisanitari","46.127995","'11.24419","VIA DEL 26 MAGGIO, 10",38042,"BASELGA DI PINE'",,,,,,,,,,,,,,,,"Guardia Medica",,,,,,,,,,
"POLIAMBULATORIO BEDOLLO",,,,"servizisanitari","46.161666","'11.303384","VIA GIUSEPPE VERDI, 35 Fraz. CENTRALE",38043,"BEDOLLO",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO CEMBRA",,,,"servizisanitari","46.17528 ","'11.22057","P.ZZA GUGLIELMO MARCONI, 7 CEMBRA",38034,"CEMBRA",,"+39 0461 683755",,,,,,,,,,,,,,"Guardia Medica",,,,,,,,,,
"POLIAMBULATORIO CIVEZZANO",,,,"servizisanitari","46.088608","'11.181799","VIA ROMA, 2",38045,"CIVEZZANO",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO FAVER",,,,"servizisanitari","46.181621","'11.237789","PIAZZA CHIESA, 2",38030,"FAVER",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO FORNACE",,,,"servizisanitari","46.117209","'11.207285","VIA DEL BORGOLET, 38",38040,"FORNACE",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO GIOVO",,,,"servizisanitari","46.157053 ","'11.151503","VIA S. ANTONIO, 2 e 6 Fraz. VERLA",38030,"GIOVO",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO GRAUNO",,,,"servizisanitari","46.220313","'11.29388","P.ZZA MUNICIPIO, 3",38030,"GRAUNO",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO GRUMES",,,,"servizisanitari","46.221105 ","'11.293406","VIA CHIESA, 2",38030,"GRUMES",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO LASES",,,,"servizisanitari","46.145526 ","'11.220262","VIA PRINCIPALE, 56",38040,"LASES",,"+39 0461 686121",,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO LISIGNAGO",,,,"servizisanitari","46.160754 ","'11.186812","PIAZZA DELLA CHIESA, 13",38030,"LISIGNAGO",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO MONTESOVER",,,,"servizisanitari","46.21682 ","'11.326956","PIAZZA ALPINA, 4 Fraz. MONTESOVER",38048,"SOVER",,"+39 0461 686121",,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO PISCINE",,,,"servizisanitari","46.237969 ","'11.325375","VIA DEI LAGORAI, 3/C Fraz. PISCINE",38048,"SOVER",,,,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO SEGONZANO",,,,"servizisanitari","46.187511 ","'11.258421","FRAZIONE SCANCIO, 26",38047,"SEGONZANO",,"+39 0461 686121",,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO SOVER",,,,"servizisanitari","46.221853 ","'11.316303","VIA DEGLI SCULTORI, 2",38048,"SOVER",,"+39 0461 686121",,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"POLIAMBULATORIO VALDA",,,,"servizisanitari","46.207592 ","'11.267851","VIA CENTRALE, 38/C",38030,"VALDA",,"+39 0461 683755",,,,,,,,,,,,,,"Poliambulatorio",,,,,,,,,,
"PONCIACH",,,,"Ristorante","46.20728","'11.231062","VIA PONCIACH, 14 Fraz. PONCIACH",38030,"FAVER",,"+39 0461 683166","info@albergoponciach.it","+39 0461 680089","www.albergoponciach.it",,,,,,,,,,,,,,,,,,,,,
"POSTA DI ALBIANO",,,,"posta","46.145001 ","'11.192492","VIA S. ANTONIO, 25 ALBIANO",38041,"ALBIANO",,"+39 0461 689618",,"+39 0461 689596",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI BASELGA DI PINE'",,,,"posta","46.130177 ","'11.244741","VIA C. BATTISTI, 32",38042,"BASELGA DI PINE'",,"+39 0461 559933 / +39 0461 559932",,"+39 0461 554057",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI BEDOLLO",,,,"posta","46.16133 ","'11.302546","VIA GIUSEPPE VERDI, 42 Fraz. CENTRALE",38043,"BEDOLLO",,"+39 0461 556612",,"+39 0461 556612",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI CEMBRA",,,,"posta","46.174883 ","'11.221522","VIA 4 NOVEMBRE, 58 CEMBRA",38034,"CEMBRA",,"+39 0461 683023",,"+39 0461 682287",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI CIVEZZANO",,,,"posta","46.090168 ","'11.181289","VIA MURIALDO, 1",38045,"CIVEZZANO",,"+39 0461 858036",,"+39 0461 858639",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI FAVER",,,,"posta","46.183901 ","'11.240981","VIA VILCH, 19",38030,"FAVER",,"+39 0461 683039",,"+39 0461 683039",,,,,,,,,,,,"Posta",,,,,,,,,,
"POSTA DI FORNACE",,,,"posta","46.116822 ","'11.206268","VIA G. ROCCABRUNA, 11",38040,"FORNACE",,"+39 0461 849016",,"+39 0461 849016",,,,,,,,,,,,"Posta",,,,,,,,,,
